C_Class_Nbr,C_Short_Week,C_Sales_Units,C_Str_OH_units_dly,C_sales
021-005,FW 201942,292202.03,,944666.2100000003
022-010,FW 202013,70.0,,2642.62
028-028,FW 202015,287.0,,14374.109999999933
021-008,FW 202101,971169.0,5173603.34,3163319.529999981
021-008,FW 202051,882414.0,4463542.34,2943044.129999981
021-007,FW 201823,634662.0,,2775571.88
021-090,FW 201923,6.0,,348.03
028-009,FW 202027,2.0,,83.21
021-020,FW 201936,1681002.0,,12743038.610000003
025-001,FW 201951,,,
028-026,FW 202014,19.0,,572.55
021-090,FW 201935,7.0,,635.6400000000001
021-017,FW 202045,4664.0,,22744.14
021-006,FW 201749,864.0,,4726.759999999999
027-031,FW 201949,0.0,,14.96
021-020,FW 201838,1447432.2,,11866615.370000005
021-004,FW 201817,5340.0,,16439.87
022-004,FW 202035,9.0,,9641.52
021-001,FW 201829,116116.0,,1423413.839999996
021-006,FW 201948,792.0,,3583.1099999999997
028-028,FW 201819,42.0,,2014.53
021-005,FW 202043,325464.68,,1122741.6400000001
021-007,FW 201908,476534.0,,2076458.12
021-008,FW 202001,684025.0,,2087598.25
021-090,FW 201903,0.0,,0.0
022-012,FW 201904,4769.0,,54085.40000000001
021-002,FW 202040,2690.0,,37622.76
021-015,FW 202037,144.0,,10313.910000000002
021-007,FW 201801,223027.0,,931598.11
022-014,FW 201843,,,
021-005,FW 202004,299732.82,,938058.1100000012
022-009,FW 201834,5190.0,,34958.31
021-015,FW 202041,43.0,,3021.209999999999
028-023,FW 201901,877.0,,16718.499999999898
021-007,FW 201809,389918.0,,1668872.0700000005
022-010,FW 201812,366.0,,9958.169999999996
021-003,FW 201925,52423.0,,169752.23999999987
022-010,FW 201825,244.0,,6783.409999999998
021-001,FW 202052,164929.0,709643.5,2211946.4499997646
021-001,FW 201915,119063.0,,1385117.1599999995
021-003,FW 201816,30362.0,,402568.2699999999
028-028,FW 202021,603.0,,37205.55999999995
028-026,FW 202026,12.0,,396.0
022-012,FW 201846,4552.0,,46997.12999999999
028-028,FW 201942,26.0,,1541.57
021-020,FW 201751,868339.0,,6615829.079999997
021-001,FW 201838,118392.0,,1437518.2599999965
021-006,FW 201903,3059.0,,10012.2
022-012,FW 201804,5822.0,,61193.66999999999
021-003,FW 201919,53200.0,,158700.84
028-009,FW 202033,-1.0,,-44.98
028-028,FW 202007,57.0,,3400.579999999999
028-026,FW 201948,32.0,,838.24
021-007,FW 201935,511441.0,,2062118.6699999992
021-008,FW 201813,1171863.0,,4447977.880000001
021-003,FW 201910,59566.0,,194993.33999999994
021-002,FW 201918,728.0,,9781.4
021-006,FW 201751,1499.0,,8278.970000000001
021-003,FW 201842,50572.0,,185605.06000000006
021-004,FW 201908,4649.0,,14347.91
022-004,FW 201909,9.0,,9630.0
021-001,FW 201843,108484.0,,1300442.2499999972
021-002,FW 201827,108.0,,2672.23
021-008,FW 201904,688896.0,,2098008.459999999
030-027,FW 202006,,,
021-001,FW 201939,126484.0,,1359457.4300000009
028-009,FW 202024,6.0,,269.88
022-010,FW 201938,136.0,,4383.22
021-013,FW 201848,,,
028-023,FW 201816,2233.0,,43835.90999999984
021-007,FW 202102,209093.0,3633512.02,1172079.340000028
021-005,FW 202026,361557.31,,1123571.1400000018
021-020,FW 202017,3586116.0,,31167376.73000008
022-012,FW 201845,4371.0,,47965.99000000008
021-015,FW 201928,104.0,,7505.16
021-017,FW 201909,,,
021-020,FW 202012,3258020.0,,24682442.330000095
028-009,FW 202023,2.0,,89.96
021-017,FW 202028,304.0,,1195.68
021-003,FW 201813,32938.0,,421973.94
022-010,FW 202023,252.0,,7655.059999999999
021-020,FW 202018,3212276.0,,29491146.80000009
021-001,FW 201814,114468.25,,1424403.1999999946
021-003,FW 202042,75324.0,,347032.1100000001
021-004,FW 201803,4671.0,,14604.289999999999
021-015,FW 201911,97.0,,6844.830000000002
021-001,FW 201921,122972.0,,1420860.5500000005
021-005,FW 201909,283971.66000000003,,928752.8800000004
021-007,FW 201945,255411.0,,1036543.0199999994
021-007,FW 201937,477731.0,,1892633.8699999996
022-004,FW 201934,1.0,,29.43
021-015,FW 201951,57.0,,3965.64
021-003,FW 202020,93496.0,,293715.7199999999
021-018,FW 202026,949.0,,89320.34000000004
021-017,FW 201811,,,
022-012,FW 201932,4942.0,,56275.55000000004
021-002,FW 201815,639.0,,8257.01
028-023,FW 202016,25945.0,,296719.87
028-026,FW 202012,17.0,,563.7
021-020,FW 202020,2750251.0,,26963732.72000008
021-017,FW 201810,2.0,,394.38
021-001,FW 201932,117670.0,,1277296.17
021-018,FW 202036,118.0,,11194.149999999996
022-012,FW 201840,4584.0,,53471.44000000003
028-005,FW 202039,1.0,,185.47
021-001,FW 202034,165336.0,,2183440.9900000035
021-003,FW 202008,73991.0,,191639.15999999974
022-010,FW 202016,58.0,,1552.87
021-001,FW 201851,115361.0,,1378163.3799999957
021-006,FW 201841,6760.0,,16654.17
027-031,FW 201907,-17.0,,-296.88
021-003,FW 201926,50472.0,,152063.47000000006
021-015,FW 201946,89.0,,6406.0
028-009,FW 202030,3.0,,134.94
021-018,FW 201918,2.0,,148.36
021-013,FW 201920,,,
021-006,FW 201842,9030.0,,21091.409999999996
028-023,FW 201815,2101.0,,41837.5599999998
028-009,FW 202017,18.0,,809.64
021-008,FW 202004,887863.0,,2787846.169999997
022-009,FW 201935,54814.0,,286636.14000000263
021-090,FW 201820,3.0,,222.1
021-002,FW 202020,356.0,,8205.81
021-006,FW 201924,1308.0,,6786.790000000001
021-002,FW 202003,325.0,,4446.37
021-006,FW 202006,1172.0,,5642.629999999997
021-007,FW 201923,656056.0,,2778567.3699999996
021-008,FW 201836,664238.0,,2291623.950000001
027-031,FW 202025,,,
025-001,FW 201821,22.0,,1649.78
021-005,FW 202007,317297.64,,974242.9000000014
027-031,FW 201752,17377.0,,308111.7700000087
021-090,FW 201915,3.0,,425.0
021-002,FW 201936,1225.0,,19562.7
022-009,FW 201752,1733.0,,13238.650000000005
021-007,FW 201943,272120.0,,1036801.7299999995
021-020,FW 202021,2658227.5,,26301238.940000065
021-002,FW 201846,1883.0,,26229.510000000002
021-002,FW 201931,1068.0,,11969.869999999999
021-004,FW 202018,8035.0,,36658.07000000001
021-008,FW 202016,1752043.0,,6839829.650000005
027-031,FW 202011,,,
022-009,FW 201809,2357.0,,13473.76
021-018,FW 201752,2.0,,547.47
022-013,FW 201830,,,
021-090,FW 201913,6.0,,805.0
021-013,FW 201807,0.0,,-23.86
027-031,FW 202012,-1.0,,-0.01
027-031,FW 201951,,,
021-007,FW 202038,472895.0,,2186514.1799999964
021-007,FW 202020,908036.12,,4039528.830000002
021-020,FW 201846,994748.0,,7307228.139999994
021-007,FW 201948,214031.0,,884778.7599999995
021-002,FW 202032,1765.0,,28134.120000000006
022-014,FW 201949,192.0,,1658.88
028-023,FW 201818,2400.0,,46355.15999999986
028-028,FW 202025,323.0,,20047.239999999994
028-028,FW 201911,108.0,,5987.2899999999945
021-001,FW 201905,114413.0,,1320196.3299999984
021-001,FW 201818,120927.0,,1494059.059999996
028-026,FW 201937,476.0,,23447.150000000005
028-023,FW 202026,19596.0,,156701.5599999995
021-004,FW 202039,6081.0,,33567.68
028-023,FW 201948,3434.0,,25869.349999999864
021-002,FW 202023,1335.0,,25453.15
021-004,FW 201750,2812.0,,11245.95
022-004,FW 201920,,,
021-004,FW 202049,5332.0,,36745.80999999999
021-006,FW 202031,21829.0,,63500.389999999985
021-090,FW 201847,2.0,,26.139999999999986
021-002,FW 201922,814.0,,9418.62
021-017,FW 201931,36.0,,596.5
025-001,FW 201826,4.0,,299.96
022-004,FW 201938,3.0,,3225.0
022-010,FW 202004,83.0,,2433.83
028-023,FW 201752,245.0,,6378.870000000003
021-001,FW 202102,145604.0,733925.0,1968580.6999998146
021-004,FW 201939,4182.0,,22116.680000000004
022-009,FW 201803,3981.0,,23693.28
028-009,FW 202021,3.0,,134.94
022-010,FW 201940,44.0,,2399.1900000000005
022-012,FW 201952,2923.0,,36518.89999999998
022-004,FW 201819,-1.0,,-27.06
021-001,FW 202005,131496.0,,1427181.3900000013
021-020,FW 202003,1239112.0,,8851224.349999998
022-010,FW 201808,588.0,,16000.650000000001
022-009,FW 201820,904.0,,5562.639999999999
028-023,FW 201924,9648.0,,81788.00000000201
021-020,FW 201941,1238459.0,,9058380.029999996
028-028,FW 201939,30.0,,2327.96
022-012,FW 202020,2971.0,,36677.04999999996
022-004,FW 201936,,,
028-026,FW 201943,52.0,,1813.1399999999999
021-090,FW 202015,12.0,,1212.1100000000001
021-001,FW 201816,117210.0,,1463106.5399999942
021-003,FW 201916,69785.0,,239169.64
021-008,FW 201901,650415.0,,1896678.6199999994
021-008,FW 201831,758227.0,,2865021.1800000006
021-005,FW 201941,285572.77,,882097.1300000005
028-028,FW 202028,370.0,,24817.440000000013
021-007,FW 201844,284359.0,,1095668.7299999993
021-003,FW 201750,19812.0,,162680.38
021-002,FW 202043,199.0,,4669.910000000002
021-020,FW 201822,1971255.12,,19089143.230000027
021-006,FW 202034,32829.0,,174171.07
021-002,FW 202018,1662.0,,21168.02
021-006,FW 202011,542.0,,3279.2999999999997
022-010,FW 202038,88.0,,2714.04
021-015,FW 202042,91.0,,6362.13
027-031,FW 201944,,,
030-027,FW 201852,,,
028-023,FW 201904,1406.0,,23388.06999999985
021-090,FW 202050,-1.0,10288.0,0.0
021-015,FW 202103,20.0,465.0,1484.5
021-018,FW 201843,1.0,,109.45
021-002,FW 201904,566.0,,4759.51
021-002,FW 201937,1158.0,,14215.630000000003
021-002,FW 201840,292.0,,2618.46
021-006,FW 201932,1015.0,,5577.36
021-006,FW 201821,825.0,,5326.26
021-015,FW 201839,149.0,,9739.95
021-008,FW 202029,870915.0,,3441109.369999999
021-008,FW 202019,1279321.0,,5336631.110000004
022-012,FW 202019,2552.0,,33373.59999999994
021-015,FW 201749,98.0,,6012.2300000000005
025-003,FW 202027,1.0,,2.82
021-003,FW 202023,85601.0,,272700.8999999999
021-004,FW 201918,5902.0,,16082.209999999997
021-015,FW 201827,92.0,,5890.5
027-031,FW 201851,-43.0,,-725.49
021-008,FW 202038,782467.0,,2978418.4
021-001,FW 201821,120691.0,,1495291.8299999959
021-005,FW 201836,273607.15,,814342.2699999998
021-007,FW 201819,712028.0,,3038492.220000001
021-008,FW 201918,939743.0,,3566379.0
021-007,FW 201849,210705.0,,840751.8699999996
021-003,FW 202015,117805.0,,314858.67999999993
021-002,FW 201927,1118.0,,14163.129999999996
025-001,FW 202003,,,
021-080,FW 202036,,,
021-004,FW 201945,3567.0,,22119.14
021-013,FW 201751,111.0,,581.67
027-031,FW 202021,,,
021-006,FW 201907,1352.0,,6329.33
028-023,FW 201909,4815.0,,86135.94000000185
028-028,FW 202042,248.0,,14288.109999999937
021-007,FW 201914,614482.0,,2683662.3699999982
021-002,FW 201908,760.0,,9589.25
021-002,FW 201823,648.0,,8119.410000000001
022-009,FW 201842,4439.0,,29782.479999999992
021-015,FW 202010,75.0,,5250.349999999999
021-001,FW 202028,182522.0,,2215161.6000000094
021-001,FW 201819,118705.0,,1479487.5699999956
021-018,FW 201852,3.0,,328.35
021-017,FW 201944,20.0,,175.8
021-001,FW 201815,110308.0,,1357102.2399999942
022-010,FW 201904,98.0,,2455.4900000000002
027-031,FW 202035,-1.0,,-0.01
021-003,FW 201933,56200.0,,163072.81999999995
021-005,FW 201918,276781.08999999997,,827146.4700000006
021-007,FW 202017,1082936.0,,4880145.410000011
021-013,FW 201830,,,
021-006,FW 201910,973.0,,5221.72
027-031,FW 201832,434.0,,6329.0899999999965
021-003,FW 201836,35700.0,,142248.52000000002
022-009,FW 201849,4286.0,,22925.520000000004
021-005,FW 202035,410564.54,,1394242.93
025-001,FW 201949,,,
028-028,FW 201823,44.0,,2357.9600000000023
021-003,FW 201804,26651.0,,215574.86000000004
022-012,FW 201832,3697.0,,37464.69999999999
021-002,FW 201949,2043.0,,16072.910000000002
021-090,FW 201910,85.0,,1914.81
021-006,FW 201943,1045.0,,5071.88
021-013,FW 201852,,,
021-015,FW 202047,37.0,,2879.8600000000006
021-001,FW 201801,108398.0,,1283200.5599999975
022-010,FW 201809,364.0,,8930.96
022-004,FW 201828,,,
021-008,FW 201934,738446.0,,2674780.150000001
021-003,FW 201822,27054.0,,251565.8699999999
022-012,FW 201908,3945.0,,43566.94000000002
021-015,FW 202009,42.0,,2869.4399999999996
022-014,FW 201810,,,
028-023,FW 201916,10306.0,,117716.53999999595
028-023,FW 202009,10580.0,,121507.40000000062
028-028,FW 201750,2.0,,54.6
025-003,FW 202101,-5.0,,-14.75
021-020,FW 201809,1581378.3,,13024932.600000003
022-010,FW 202019,101.0,,2882.71
021-008,FW 202025,953195.0,,3718031.679999999
021-001,FW 201916,121348.5,,1419923.1399999994
022-009,FW 201811,4048.0,,23869.000000000004
021-006,FW 201833,1269.0,,6959.4800000000005
021-020,FW 201825,1742183.04,,16610632.32000003
021-003,FW 201821,32545.0,,298344.89999999997
022-009,FW 201853,5878.0,,44681.02
022-010,FW 201950,25.0,,719.4300000000002
021-090,FW 201950,-1.0,,-150.0
021-007,FW 201822,675484.0,,2856871.970000001
021-020,FW 201901,1109841.0,,8038487.749999997
021-018,FW 201805,7.0,,2744.25
021-020,FW 201940,1488259.0,,11034394.280000007
021-020,FW 201831,1696919.0,,14636590.420000015
021-013,FW 201912,,,
028-023,FW 202007,10721.0,,107410.14000000057
021-017,FW 201815,-4.0,,-4.8
021-005,FW 201824,262440.24,,774201.5
021-020,FW 201911,1996507.5,,15769249.43000003
021-003,FW 201852,48751.0,,152713.31
022-010,FW 202001,71.0,,2436.51
022-012,FW 201812,4979.0,,49603.52000000005
025-001,FW 201912,2.0,,165.36
021-001,FW 201849,113675.0,,1322337.5199999951
021-020,FW 202005,1592763.0,,11849529.250000006
021-015,FW 202025,112.0,,7914.21
028-023,FW 201749,22.0,,844.13
021-013,FW 201821,1.0,,0.01
021-003,FW 201946,49619.0,,147817.70999999996
022-012,FW 202046,3565.0,,43180.270000000004
021-017,FW 201808,,,
021-005,FW 201917,276243.41000000003,,834069.0000000003
025-001,FW 201833,16.0,,1199.84
021-003,FW 202052,69178.0,574237.0,361383.6700000021
022-014,FW 202049,,,
022-010,FW 202048,84.0,,2686.3999999999996
022-012,FW 201933,4211.0,,51729.83000000001
022-004,FW 201813,3.0,,573.0
022-010,FW 202041,87.0,,2324.459999999999
021-006,FW 201952,1252.0,,6904.379999999998
021-004,FW 201951,4351.0,,27549.110000000004
027-031,FW 202023,,,
028-023,FW 201751,223.0,,5540.2500000000055
027-031,FW 201811,18670.0,,332160.69000001
021-017,FW 202033,242.0,,3393.24
021-003,FW 201911,52886.0,,156808.67
021-005,FW 201752,258468.23,,763970.3299999991
028-026,FW 201912,141.0,,17405.320000000003
021-007,FW 201830,543162.0,,2200398.460000002
021-002,FW 201924,1983.0,,31827.30999999999
022-012,FW 201916,3832.0,,41411.699999999975
028-026,FW 202035,,,
028-026,FW 202011,22.0,,724.8
021-005,FW 202030,377085.99000000005,,1255831.8600000017
021-018,FW 201919,1.0,,107.81
021-004,FW 201946,3653.0,,21365.51999999999
021-013,FW 201829,-2.0,,-19.96
022-014,FW 201817,,,
021-018,FW 201933,,,
021-003,FW 202040,71689.0,,328641.42
028-023,FW 201803,468.0,,12713.119999999974
021-018,FW 201906,,,
022-010,FW 201850,160.0,,4805.7300000000005
021-013,FW 201812,-1.0,,-6.0
021-007,FW 201934,535780.0,,2171638.3899999997
022-010,FW 201902,147.0,,4747.83
021-015,FW 201819,115.0,,7318.589999999999
021-003,FW 201831,51316.0,,207300.11
022-004,FW 202009,6.0,,6427.5
021-002,FW 201903,954.0,,5923.71
021-006,FW 202001,451.0,,2865.3900000000003
021-006,FW 202050,7050.0,20938.0,34807.47
021-003,FW 202051,75420.0,577157.0,396676.2400000006
022-004,FW 202103,12.0,427.0,12855.0
027-031,FW 201834,561.0,,7783.779999999979
028-023,FW 202001,4338.0,,31291.749999999796
027-031,FW 201936,,,
021-002,FW 202035,1145.0,,25771.619999999995
021-006,FW 201847,6293.0,,15607.730000000007
022-012,FW 202048,2743.0,,31935.029999999948
022-009,FW 201912,4777.0,,42324.39
022-004,FW 201812,21.0,,11098.71
021-008,FW 201828,703083.0,,2661665.9699999993
022-010,FW 201923,92.0,,2468.6900000000005
021-007,FW 201951,250749.0,,997041.5599999997
022-004,FW 201749,25.0,,11802.61
021-020,FW 201801,1031604.0,,8079510.489999998
021-017,FW 202016,226.0,,971.8
022-012,FW 201806,5075.0,,55890.30000000009
021-015,FW 201835,116.0,,7766.150000000002
021-004,FW 202042,6532.0,,39982.35000000001
021-020,FW 201810,1764105.85,,13845458.79000001
021-007,FW 201904,268015.0,,1081590.8599999996
021-020,FW 201910,2123084.0,,16404087.250000028
021-003,FW 201841,39035.0,,153306.81
021-020,FW 201802,972104.0,,7704914.26
021-002,FW 201932,1165.0,,22839.679999999997
027-031,FW 201808,18058.0,,319042.9000000095
021-003,FW 202018,96887.0,,294331.5799999997
021-015,FW 201939,100.0,,7158.399999999999
022-004,FW 202018,,,
021-008,FW 202006,1017925.0,,3227978.409999999
021-004,FW 202034,6577.0,,35324.840000000004
021-020,FW 201909,2023072.0,,15627989.640000023
021-003,FW 202049,69570.0,,345300.7699999963
021-090,FW 202046,2.0,,34.930000000000064
021-008,FW 202017,1611882.0,,6294026.530000001
028-023,FW 202003,5820.0,,52899.56999999986
021-001,FW 201918,122303.3,,1432351.9600000007
028-023,FW 201945,3024.0,,23279.389999999847
021-090,FW 202030,7.0,,503.9
021-007,FW 202045,327730.0,,1529177.9900000007
028-026,FW 201910,43.0,,4274.1
021-003,FW 202011,91089.0,,230212.9400000001
022-010,FW 202022,215.0,,5870.930000000002
027-031,FW 201902,-28.0,,-492.65
021-008,FW 201952,727565.0,,2162150.619999999
021-007,FW 201949,265706.0,,1028830.44
022-009,FW 202024,65063.0,,327642.81999999855
021-015,FW 201908,76.0,,5393.609999999999
022-009,FW 202036,65344.0,,317477.9299999987
022-014,FW 201826,,,
021-018,FW 201806,2.0,,123.07
021-006,FW 201820,1002.0,,6705.409999999999
021-001,FW 202006,137438.0,,1543111.0299999998
021-018,FW 202005,128.0,,12538.869999999999
021-013,FW 201808,-3.0,,-26.77
021-007,FW 201924,576795.0,,2487675.399999998
021-020,FW 201835,1495315.0,,12410333.640000012
021-001,FW 201945,123153.0,,1337610.790000001
021-001,FW 202047,137086.0,,1788367.8500000127
022-009,FW 202031,57079.0,,278874.2300000025
022-009,FW 201903,7643.0,,56051.16999999999
022-004,FW 201809,17.0,,960.3199999999999
021-003,FW 201810,31203.0,,317372.8999999999
025-001,FW 202005,,,
022-004,FW 202027,,,
025-001,FW 201946,,,
028-028,FW 202029,306.0,,19126.77999999999
027-031,FW 201802,16160.0,,288064.5900000081
021-007,FW 201931,558655.0,,2221905.339999999
021-005,FW 201749,226355.38999999998,,666438.9799999995
021-007,FW 202052,240670.0,3397434.52,1272543.6900000288
022-004,FW 202101,,427.0,
021-008,FW 201821,854116.0,,3273918.8899999983
030-027,FW 202004,,,
022-009,FW 201945,48857.0,,243832.18000000267
021-018,FW 201834,5.0,,1344.68
021-006,FW 202026,10452.0,,53891.06999999999
021-090,FW 201919,5.0,,269.9
021-007,FW 202042,430022.0,,1981048.779999999
021-015,FW 201809,134.0,,7938.030000000001
025-003,FW 201810,,,
021-020,FW 201808,1517768.5,,12311257.729999997
027-031,FW 201843,-37.0,,-1528.2100000000003
021-090,FW 201839,3.0,,300.01
022-014,FW 201831,,,
022-009,FW 201822,4855.0,,29862.069999999996
022-009,FW 201904,7765.0,,58334.95999999998
021-006,FW 201950,1547.0,,8049.3
028-026,FW 202024,3.0,,107.7
022-004,FW 201930,,,
021-017,FW 202023,-244.0,,-778.56
025-001,FW 201915,-1.0,,-82.68
021-004,FW 201842,3996.0,,11605.059999999996
028-026,FW 201941,118.0,,4397.03
021-006,FW 201902,5769.0,,16196.439999999999
021-017,FW 202038,310.0,,3351.3599999999997
021-017,FW 201908,,,
021-003,FW 202002,60084.0,,187529.2999999999
021-005,FW 201944,274692.11,,896977.7500000007
021-020,FW 201805,1397191.0,,11237228.11
021-002,FW 201852,546.0,,15080.36
021-018,FW 202027,1050.0,,100492.61000000004
028-023,FW 201925,8458.0,,74539.53000000195
028-023,FW 202027,19665.0,,151893.99999999927
021-090,FW 201909,2.0,,239.92000000000002
021-003,FW 202030,87603.0,,407234.78
021-007,FW 201938,447384.25,,1764416.339999999
021-008,FW 201924,816333.0,,3007847.7000000016
028-023,FW 201750,109.0,,2467.7
022-010,FW 202027,218.0,,6477.100000000001
021-005,FW 201820,269399.17,,782730.0799999998
021-002,FW 201801,271.0,,6460.119999999999
022-012,FW 201924,3260.3,,35979.66000000002
028-023,FW 202002,5134.0,,45492.35999999988
028-028,FW 201818,38.0,,2417.370000000002
021-005,FW 202036,404264.23,,1372166.65
021-002,FW 201835,401.0,,16661.890000000003
021-015,FW 202024,48.0,,3631.2899999999995
028-009,FW 202035,5.0,,228.70000000000002
021-001,FW 201923,118078.0,,1380561.1699999997
021-005,FW 201844,260640.37999999998,,846394.6200000003
021-013,FW 201902,,,
022-014,FW 201821,,,
021-017,FW 202042,1352.0,,6194.24
021-007,FW 201910,559322.0,,2382828.3899999987
021-008,FW 202040,987076.0,,3432802.989999999
021-005,FW 202012,405166.13,,1336314.3600000015
021-002,FW 201813,1532.0,,21848.120000000006
030-027,FW 202001,,,
021-004,FW 202046,5386.0,,37488.219999999994
028-028,FW 202008,53.0,,3587.7599999999966
021-018,FW 201811,4.0,,634.14
021-018,FW 201849,,,
028-023,FW 202013,24514.0,,290697.3100000011
022-014,FW 201752,,,
022-004,FW 201902,-1.0,,-225.0
022-010,FW 201951,90.0,,2925.25
021-015,FW 202028,114.0,,8161.42
027-031,FW 202027,,,
022-010,FW 202052,162.0,2298.0,5292.759999999999
021-020,FW 202038,1597230.03,,18911804.50000004
021-015,FW 201816,115.0,,7344.669999999999
021-090,FW 201843,-1.0,,-95.49
021-008,FW 201851,612009.0,,1686336.9199999997
021-003,FW 202006,91228.0,,248558.13999999975
021-017,FW 202026,504.0,,2406.08
022-009,FW 201908,3739.0,,35777.55999999999
025-001,FW 201818,13.0,,967.3699999999999
021-003,FW 201948,59028.0,,165269.58999999994
021-015,FW 201933,121.0,,8549.3
025-001,FW 201907,8.0,,661.44
021-002,FW 201749,694.0,,8358.01
021-003,FW 201915,57366.0,,179483.88000000015
022-009,FW 201846,5203.0,,30882.369999999995
022-010,FW 202042,218.0,,6098.019999999998
027-031,FW 201818,17817.0,,316734.7000000095
027-031,FW 202033,,,
021-008,FW 202030,820237.0,,3263064.0299999993
021-020,FW 202001,1110300.0,,7842656.539999997
022-009,FW 202046,59215.0,,304719.72000000114
021-090,FW 201939,2.0,,250.0
021-005,FW 201920,279504.73,,845363.3599999994
021-018,FW 201808,3.0,,984.25
027-031,FW 201848,-43.0,,-851.89
021-007,FW 201842,314179.0,,1247341.1899999995
021-001,FW 201944,123987.0,,1354913.4499999986
021-004,FW 201821,5639.0,,14467.760000000002
022-012,FW 201848,2818.0,,29378.659999999963
028-028,FW 201941,25.0,,1663.5600000000002
022-009,FW 201934,49387.0,,254612.6300000025
021-003,FW 201902,50121.0,,165832.25999999998
027-031,FW 201804,18009.0,,320273.2100000092
022-010,FW 201749,101.0,,2487.8
021-003,FW 201940,56927.0,,157631.72000000003
028-023,FW 201940,5470.0,,37276.839999999596
021-005,FW 202052,344532.94,1989760.473,1287768.619999996
021-090,FW 202022,-4.0,,-616.74
021-017,FW 202027,136.0,,683.6
021-001,FW 202041,172054.0,,2224293.9600000023
021-017,FW 202006,108.0,,488.88
021-090,FW 201907,7.0,,572.86
021-008,FW 202005,963926.0,,3183943.9199999976
022-004,FW 201841,10.0,,8672.38
028-028,FW 201943,20.0,,1529.77
021-007,FW 201930,574450.0,,2369481.029999999
021-013,FW 201837,,,
025-001,FW 202006,,,
028-028,FW 202003,13.0,,1014.4199999999998
028-028,FW 201951,19.0,,1962.55
022-012,FW 201833,4165.0,,45825.86
022-010,FW 202007,,,
028-023,FW 201933,8204.0,,57958.01000000149
021-018,FW 201820,4.0,,1137.82
021-090,FW 202038,4.0,,437.0
021-005,FW 201903,250277.84,,767899.3400000003
022-012,FW 202012,1700.0,,22528.209999999963
022-004,FW 201912,3.0,,3562.5
021-007,FW 202031,605345.0,,2804015.8899999936
021-006,FW 201949,677.0,,3348.250000000001
028-028,FW 201824,35.0,,2807.2700000000013
021-008,FW 201932,743464.0,,2656648.6600000006
021-004,FW 202031,7138.0,,38374.889999999985
028-026,FW 202015,16.0,,524.7
028-028,FW 202030,319.0,,20327.899999999958
021-008,FW 201930,869849.0,,2823532.1799999992
021-015,FW 202015,66.0,,4626.469999999999
028-005,FW 201917,1.0,,180.0
021-008,FW 201804,786840.0,,2350524.279999999
021-015,FW 202012,59.0,,4102.67
027-031,FW 201923,-3.0,,-6.069999999999999
021-017,FW 202014,,,
021-005,FW 201912,281166.93999999994,,825680.7199999996
025-001,FW 201837,5.0,,374.95
021-018,FW 201817,6.0,,1966.56
021-004,FW 202027,7292.0,,35125.17
021-015,FW 202032,85.0,,6132.31
021-005,FW 202051,360864.36999999994,1964402.2130000002,1391761.749999999
021-020,FW 201817,2395308.0,,21524163.720000047
022-010,FW 202047,128.0,,3547.85
028-026,FW 202002,14.0,,546.0
021-008,FW 202042,1015052.0,,3312934.66
025-001,FW 201849,2.0,,165.36
028-009,FW 202026,12.0,,539.76
022-010,FW 201947,75.0,,2181.2900000000004
021-007,FW 201917,727519.0,,3242573.5800000015
028-023,FW 201947,2533.0,,15132.689999999948
028-026,FW 201940,241.0,,8544.720000000001
021-007,FW 201903,217656.0,,968293.0099999998
028-028,FW 201808,17.0,,1453.0400000000002
022-004,FW 202004,,,
021-090,FW 201948,0.0,,0.0
021-001,FW 201934,121237.0,,1305468.5899999994
021-002,FW 202022,1666.0,,25912.32
021-015,FW 201832,153.0,,9738.570000000003
025-001,FW 201806,21.0,,1574.79
021-020,FW 201818,2168736.5,,19845216.65000004
028-009,FW 202049,4.0,,189.76
021-004,FW 202044,5944.0,,35803.15000000001
021-006,FW 201838,9767.0,,23707.670000000006
021-002,FW 202042,563.0,,11641.87
028-023,FW 202004,6823.0,,62852.570000000494
021-005,FW 201846,245187.6,,792911.1600000006
021-003,FW 201909,59842.0,,194592.61999999985
028-023,FW 202037,14333.0,,98404.3000000007
022-004,FW 202049,,,
028-023,FW 202023,20646.0,,205907.68999999936
028-026,FW 201936,412.0,,25733.18
027-031,FW 201934,-1.0,,-0.01
021-005,FW 202021,421229.01,,1230238.0400000017
022-012,FW 201905,4755.0,,49455.62000000008
021-001,FW 201845,117604.0,,1391876.3499999964
021-020,FW 201946,1003994.41,,7072866.009999998
021-004,FW 202032,6584.0,,32851.369999999995
022-009,FW 201850,5351.0,,37870.77
027-031,FW 201853,-39.0,,-522.0500000000001
022-004,FW 201839,,,
027-031,FW 201941,,,
021-090,FW 201816,2.0,,140.0
027-031,FW 201948,,,
021-003,FW 201805,25008.0,,235612.45000000007
022-012,FW 202041,4029.0,,47657.249999999985
021-015,FW 201814,121.0,,7764.73
022-004,FW 201801,5.0,,166.42000000000002
021-004,FW 201921,5454.0,,16068.949999999997
021-003,FW 202027,83981.0,,282817.95000000007
021-015,FW 201938,89.0,,6322.789999999998
022-009,FW 202012,60088.0,,289789.0600000004
021-015,FW 202031,118.0,,8555.130000000001
021-005,FW 201943,229576.96,,681471.64
021-004,FW 202004,5260.0,,30599.76
021-015,FW 202033,113.0,,8274.5
021-018,FW 202049,38.0,,4176.849999999999
021-006,FW 201801,1211.0,,6729.4
021-020,FW 201937,1677813.0,,12727195.170000015
